0 1 4.444444552064E-02
1 1 4.444444552064E-02
2 1 4.444444552064E-02
3 1 4.444444552064E-02
4 1 4.444444552064E-02
5 1 4.444444552064E-02
6 1 4.444444552064E-02
7 1 4.444444552064E-02
8 1 4.444444552064E-02
9 1 4.444444552064E-02
10 1 4.444444552064E-02
11 1 4.444444552064E-02
12 1 4.444444552064E-02
13 1 4.444444552064E-02
14 1 4.444444552064E-02
15 1 4.444444552064E-02
16 1 4.444444552064E-02
17 1 4.444444552064E-02
18 1 4.444444552064E-02
19 1 4.444444552064E-02
20 1 4.444444552064E-02
21 1 4.444444552064E-02
22 1 4.444444552064E-02
23 1 4.444444552064E-02
24 1 4.444444552064E-02
25 1 4.444444552064E-02
26 1 4.444444552064E-02
27 1 4.444444552064E-02
28 1 4.444444552064E-02
29 1 4.444444552064E-02
30 1 4.444444552064E-02
31 1 4.444444552064E-02
32 1 4.444444552064E-02
33 1 4.444444552064E-02
34 1 4.444444552064E-02
35 1 4.444444552064E-02
36 1 4.444444552064E-02
37 1 4.444444552064E-02
38 1 4.444444552064E-02
39 1 4.444444552064E-02
40 1 4.444444552064E-02
41 1 4.444444552064E-02
42 1 4.444444552064E-02
43 1 4.444444552064E-02
44 1 4.444444552064E-02
45 1 4.444444552064E-02
46 1 4.444444552064E-02
47 1 4.444444552064E-02
48 1 4.444444552064E-02
49 1 4.444444552064E-02
50 1 4.444444552064E-02
51 1 4.444444552064E-02
52 1 4.444444552064E-02
53 1 4.444444552064E-02
54 1 4.444444552064E-02
55 1 4.444444552064E-02
56 1 4.444444552064E-02
57 1 4.444444552064E-02
58 1 4.444444552064E-02
59 1 4.444444552064E-02
60 1 4.444444552064E-02
61 1 4.444444552064E-02
62 1 4.444444552064E-02
63 1 4.444444552064E-02
64 1 4.444444552064E-02
65 1 4.444444552064E-02
66 1 4.444444552064E-02
67 1 4.444444552064E-02
68 1 4.444444552064E-02
69 1 4.444444552064E-02
70 1 4.444444552064E-02
71 1 4.444444552064E-02
72 1 4.444444552064E-02
73 1 4.444444552064E-02
74 1 4.444444552064E-02
75 1 4.444444552064E-02
76 1 4.444444552064E-02
77 1 4.444444552064E-02
78 1 4.444444552064E-02
79 1 4.444444552064E-02
80 1 4.444444552064E-02
81 1 4.444444552064E-02
82 1 4.444444552064E-02
83 1 4.444444552064E-02
84 1 4.444444552064E-02
85 1 4.444444552064E-02
86 1 4.444444552064E-02
87 1 4.444444552064E-02
88 1 4.444444552064E-02
89 1 4.444444552064E-02
90 1 4.444444552064E-02
91 1 4.444444552064E-02
92 1 4.444444552064E-02
93 1 4.444444552064E-02
94 1 4.444444552064E-02
95 1 4.444444552064E-02
96 1 4.444444552064E-02
97 1 4.444444552064E-02
98 1 4.444444552064E-02
99 1 4.444444552064E-02
100 1 4.444444552064E-02
101 1 4.444444552064E-02
